partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,url,features
IBM,AI Foundations for Everyone,"{"" Human Learning"","" Machine Learning"","" Artificial Neural Networks"","" Deep Learning"","" Machine Learning Algorithms"","" Human Computer Interaction"","" Natural Language Processing"","" Algorithms"","" Applied Machine Learning"","" Cloud Computing"","" Computer Vision"","" IBM Cloud"","" Machine Learning Software"","" Data Analysis"","" Cloud API"","" Computer Programming"","" Data Science""}",4.7,13.1k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=AI Foundations for Everyone,AI Foundations for Everyone 13.1k Beginner 
SkillUp EdTech,IBM IT Scrum Master,"{"" DevOps"","" Software Engineering"","" Computer Programming"","" Agile Software Development"","" Programming Principles"","" Software Engineering Tools"","" Application Development"","" Software Architecture"","" Communication"","" Continuous Delivery"","" Cloud Applications"","" Continuous Integration"","" Product Management"","" Scrum (Software Development)"","" Software-Defined Networking"","" Leadership and Management"","" Project Management"","" Cloud Computing"","" IBM Cloud"","" Information Technology"","" Operating Systems"","" Python Programming""}",4.8,3.8k,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=IBM IT Scrum Master,IBM IT Scrum Master 3.8k Beginner 
SkillUp EdTech,IBM Project Manager,"{"" Software Engineering"","" Agile Software Development"","" Scrum (Software Development)"","" Business Analysis"","" Communication"","" Leadership and Management"","" Project Management"","" Risk Management""}",4.8,1.8k,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=IBM Project Manager,IBM Project Manager 1.8k Beginner 
IBM,IBM Applied DevOps Engineering,"{"" DevOps"","" Software Engineering"","" Cloud Computing"","" Continuous Delivery"","" Continuous Integration"","" Application Development"","" Cloud Applications"","" Software Architecture"","" Security Engineering"","" Computer Programming"","" Kubernetes"","" Cloud Infrastructure"","" Cloud-Based Integration"","" Microarchitecture"","" Software Testing"","" Agile Software Development"","" IBM Cloud"","" Docker (Software)"","" Scrum (Software Development)"","" Software Security"","" Leadership and Management""}",4.7,4.1k,Intermediate , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=IBM Applied DevOps Engineering,IBM Applied DevOps Engineering 4.1k Intermediate 
IBM,IBM AI Engineering,"{"" Machine Learning"","" Deep Learning"","" Human Learning"","" Artificial Neural Networks"","" Python Programming"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Algorithms"","" Machine Learning Software"","" Regression"","" Statistical Machine Learning"","" Network Model"","" Computer Vision"","" Apache"","" Big Data"","" Data Analysis"","" Mathematical Theory & Analysis"","" Computer Programming"","" Network Architecture"","" Data Visualization"","" Extract"","" Transform"","" Load"","" Plot (Graphics)"","" Tensorflow"","" Visualization (Computer Graphics)"","" Customer Analysis"","" Decision Making"","" Dimensionality Reduction"","" Data Science""}",4.6,17.3k,Intermediate , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=IBM AI Engineering,IBM AI Engineering 17.3k Intermediate 
IBM,IT Fundamentals for Cybersecurity,"{"" Cryptography"","" Network Security"","" Linux"","" Networking Hardware"","" Security Software"","" System Software"","" Cloud Computing"","" Cyberattacks"","" Databases"","" Leadership and Management"","" Operating Systems"","" SQL"","" System Security""}",4.6,19.6k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=IT Fundamentals for Cybersecurity,IT Fundamentals for Cybersecurity 19.6k Beginner 
DeepLearning.AI,Mathematics for Machine Learning and Data Science,"{"" Mathematics"","" Algebra"","" Linear Algebra"","" Machine Learning"","" Machine Learning Algorithms"","" Calculus"","" Differential Equations"","" Regression"","" Artificial Neural Networks"","" Mathematical Theory & Analysis"","" Python Programming"","" Algorithms"","" Critical Thinking"","" Dimensionality Reduction"","" General Statistics"","" Probability & Statistics"","" Statistical Analysis""}",4.6,1.3k,Beginner , Specialization , 1 - 3 Months,False,https://www.coursera.org/search?query=Mathematics for Machine Learning and Data Science,Mathematics for Machine Learning and Data Science 1.3k Beginner 
University of Michigan,Python for Everybody,"{"" Computer Programming"","" Python Programming"","" Computer Programming Tools"","" Programming Principles"","" Data Structures"","" Computational Thinking"","" Computational Logic"","" Software Engineering"","" Algorithms"","" Critical Thinking"","" Problem Solving"","" Data Management"","" Database Application"","" Databases"","" Theoretical Computer Science"","" Database Administration"","" Data Model"","" Data Visualization"","" Database Design"","" Database Theory"","" Web Development"","" Web Development Tools"","" Computer Networking"","" Extract"","" Transform"","" Load"","" SQL"","" HTML and CSS""}",4.8,268.6k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Python for Everybody,Python for Everybody 268.6k Beginner 
Meta,Meta React Native,"{"" React (web framework)"","" Javascript"","" Mobile Development"","" Mobile Development Tools"","" Web Development"","" HTML and CSS"","" Front-End Web Development"","" Web Development Tools"","" Application Development"","" Computer Programming"","" Programming Principles"","" User Experience"","" Web Design"","" Software Engineering Tools"","" SQL"","" Software Engineering"","" Agile Software Development"","" Collaboration"","" Data Management"","" Human Computer Interaction"","" Interactive Design"","" Linux"","" Product Design"","" Product Lifecycle"","" Project Management""}",4.7,6.7k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Meta React Native,Meta React Native 6.7k Beginner 
Google,Project Execution: Running the Project,"{"" Leadership and Management"","" Communication"","" Project Management"","" Strategy and Operations"","" Business Communication"","" Collaboration"","" Risk Management"","" Planning""}",4.8,7.1k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Project Execution: Running the Project,Project Execution: Running the Project 7.1k Beginner 
Coursera Project Network,Tableau Public for Project Management and Beyond,"{""""}",,,,,,False,https://www.coursera.org/search?query=Tableau Public for Project Management and Beyond,
Meta,Meta Social Media Marketing,"{"" Marketing"","" Digital Marketing"","" Social Media"","" Advertising"","" Communication"","" Media Strategy & Planning"","" Marketing Management"","" Customer Analysis"","" Brand Management"","" Business Analysis"","" Marketing Design"","" Sales"","" Strategy and Operations"","" Data Analysis"","" General Statistics"","" Market Analysis"","" Probability & Statistics"","" Leadership and Management"","" Research and Design"","" Creativity"","" Planning"","" Entrepreneurship""}",4.8,17.5k,Beginner , Professional Certificate , 3 - 6 Months,True,https://www.coursera.org/search?query=Meta Social Media Marketing,Meta Social Media Marketing 17.5k Beginner 
Google,Foundations of Digital Marketing and E-commerce,"{"" Digital Marketing"","" Marketing"","" E-Commerce"","" Strategy"","" Data Analysis"","" Social Media""}",4.8,15.6k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Foundations of Digital Marketing and E-commerce,Foundations of Digital Marketing and E-commerce 15.6k Beginner 
Vanderbilt University,Prompt Engineering for ChatGPT,"{"" Creativity"","" Problem Solving"","" Writing""}",4.8,1.7k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Prompt Engineering for ChatGPT,Prompt Engineering for ChatGPT 1.7k Beginner 
University of Pennsylvania,Finance & Quantitative Modeling for Analysts,"{"" Finance"","" Business Analysis"","" Data Analysis"","" Financial Analysis"","" Accounting"","" Forecasting"","" Financial Management"","" General Accounting"","" General Statistics"","" Statistical Analysis"","" Financial Accounting"","" Mathematical Theory & Analysis"","" Accounts Payable and Receivable"","" Probability & Statistics"","" Basic Descriptive Statistics"","" Correlation And Dependence"","" Data Model"","" Decision Making"","" Regression"","" Generally Accepted Accounting Principles (GAAP)"","" Management Accounting"","" Statistical Tests"","" Strategy and Operations"","" Budget Management"","" Microsoft Excel"","" Spreadsheet Software"","" Entrepreneurship"","" Linear Algebra"","" Computer Programming""}",4.5,15.7k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Finance & Quantitative Modeling for Analysts,Finance & Quantitative Modeling for Analysts 15.7k Beginner 
University of Pennsylvania,Introduction to Finance and Accounting,"{"" Accounting"","" Finance"","" Financial Accounting"","" General Accounting"","" Financial Analysis"","" Generally Accepted Accounting Principles (GAAP)"","" Accounts Payable and Receivable"","" Cost Accounting"","" Account Management"","" Cash Management"","" Decision Making"","" Investment Management"","" Taxes"","" Budget Management"","" Estimation"","" Management Accounting"","" Problem Solving"","" Business Analysis"","" Mathematical Theory & Analysis"","" Mathematics"","" Data Analysis"","" Entrepreneurship"","" Strategy and Operations""}",4.6,12.9k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Introduction to Finance and Accounting,Introduction to Finance and Accounting 12.9k Beginner 
Stanford University,AI in Healthcare,"{"" Machine Learning"","" Leadership and Management"","" Data Analysis"","" Data Mining""}",4.7,1.3k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=AI in Healthcare,AI in Healthcare 1.3k Beginner 
DeepLearning.AI,Machine Learning Engineering for Production (MLOps),"{"" Machine Learning"","" Applied Machine Learning"","" Python Programming"","" Statistical Programming"","" Tensorflow"","" DevOps"","" Devops Tools"","" Exploratory Data Analysis"","" Feature Engineering"","" Machine Learning Software"","" Probability & Statistics"","" Cloud Computing"","" Deep Learning"","" Google Cloud Platform"","" Other Cloud Platforms and Tools"","" Performance Management"","" Kubernetes"","" Leadership and Management""}",4.7,3.3k,Advanced , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Machine Learning Engineering for Production (MLOps),Machine Learning Engineering for Production (MLOps) 3.3k Advanced 
Google,Play It Safe: Manage Security Risks,"{"" Audit"","" Leadership and Management"","" Risk Management""}",4.8,3.6k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Play It Safe: Manage Security Risks,Play It Safe: Manage Security Risks 3.6k Beginner 
University of Michigan,Python 3 Programming,"{"" Python Programming"","" Computer Programming"","" Problem Solving""}",4.7,21.3k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Python 3 Programming,Python 3 Programming 21.3k Beginner 
DeepLearning.AI,Natural Language Processing,"{"" Natural Language Processing"","" Machine Learning"","" Python Programming"","" Statistical Programming"","" Artificial Neural Networks"","" Deep Learning"","" Probability & Statistics"","" Statistical Machine Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Computer Programming"","" Human Learning"","" Mathematics""}",4.6,5.5k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Natural Language Processing,Natural Language Processing 5.5k Intermediate 
